tool,dataset,pattern,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
rdfjsdataset,wrap_tree,POG,1000000,10.575033461999846,25600,244204,0.401696203000145,0.4511852779998444,0.38751688100001774,0.4279474039999768
rdfjsdataset,wasm_tree_FS,POG,1000000,5.36619962700014,404136,472688,0.21540882600005717,0.018656279999995605,0.20881069099996238,0.009716961999889463
rdfjsdataset,graphy,S,1000000,5.640398044999921,589336,589336,0.0008709829999133945,0.0003953939999919385,0.00004685899987816811,0.00003390199993737042
rdfjsdataset,tree,POG,1000000,10.972476601000176,25088,41172,0.40468326900014656,0.1705157519998029,0.4007767590000294,0.17620788199990056
rdfjsdataset,wasm_tree_II,S,1000000,5.309853425000096,405160,405160,0.31366035200003534,0.00022348299995064735,0.00006871700007468462,0.000013663999969139695
rdfjsdataset,tree,S,1000000,11.102407334000105,25600,25600,0.3383851250000298,0.00040183499990962445,0.00007532799988985061,0.00003193800011649728
rdfjsdataset,wasm_tree,S,1000000,5.656382274999982,405160,405160,0.3117948710001074,0.0002499839998781681,0.00003535100002773106,0.000013746999902650714
rdfjsdataset,wasm_tree_FI,S,1000000,5.376269249999896,404648,404648,0.3127994810000528,0.0002426509999204427,0.00006989399995654822,0.000019231999991461635
rdfjsdataset,wasm_tree_II,S,1000000,5.437774934999878,404648,404648,0.312855179999955,0.00022576399985700847,0.00007151899999007583,0.000014302999945357442
rdfjsdataset,wasm_tree_FS,S,1000000,5.59819268899993,405672,405672,0.32011511599994263,0.0002467520001810044,0.00007829000009223819,0.00001971600018441677
rdfjsdataset,graphy,POG,1000000,5.611512284999946,589336,692884,0.2276712169998791,0.1064528599998448,0.1396334209998604,0.07408166399993933
rdfjsdataset,wrap_tree,S,1000000,11.151195842999964,25600,25600,0.35043700799997896,0.0025049169999547304,0.00007875999994575978,0.00028946300013922154
rdfjsdataset,wasm_tree_II,S,1000000,5.780094321999932,416948,402028,0.36226153600006367,0.0002628000001423061,0.00008801799989305436,0.000015979999909177424
rdfjsdataset,wasm_tree,S,1000000,5.415481787999859,406184,406184,0.31316774199996145,0.00023869900009594857,0.00003524700016714632,0.000015143000055104495
rdfjsdataset,wrap_tree,POG,1000000,10.642974303999916,26112,244204,0.39644504199991937,0.449120746999979,0.38560369400004857,0.4419128369998652
rdfjsdataset,graphy,S,1000000,5.749003422999987,587288,587288,0.000831398000009358,0.0004019559998996556,0.00004888100014068186,0.00003084599995054304
rdfjsdataset,wasm_tree_II,S,1000000,5.279401414999971,405160,405160,0.3149663639999926,0.00022355800005607307,0.00006873599998652934,0.00001410200004465878
rdfjsdataset,graphy,POG,1000000,5.584660211000126,589336,692444,0.21589431399991735,0.10725201900000685,0.13706001200014725,0.07775603399984539
rdfjsdataset,wasm_tree,S,1000000,5.30386077899998,405672,405672,0.3181561559999827,0.0002475439999252558,0.000033362000016495584,0.000015828000148758293
rdfjsdataset,wrap_tree,S,1000000,10.582886751999846,25600,25600,0.3368656200002879,0.0026133679999038577,0.00007302700029686093,0.00042362499982118607
rdfjsdataset,wasm_tree_FS,POG,1000000,5.613416472999845,405160,471772,0.21384757999982684,0.018865590000059454,0.20816020600032062,0.00969309900002554
rdfjsdataset,wrap_tree,S,1000000,10.431897028999868,25600,25600,0.3417546829995699,0.0024021159997209907,0.00007099999999627471,0.00026114699989557267
rdfjsdataset,tree,POG,1000000,10.543546739999671,25600,41684,0.4047911600000225,0.1729406969998963,0.38892462199972944,0.17573395700007677
rdfjsdataset,wasm_tree_FS,S,1000000,5.413695902999956,404648,404648,0.31777985400008035,0.0003267680001445115,0.00006902100006118417,0.000019751999992877246
rdfjsdataset,tree,POG,1000000,11.658569627000018,25088,41172,0.4159968510000035,0.17565267799980938,0.40198574199993165,0.17952064600028098
rdfjsdataset,wasm_tree,POG,1000000,5.257423767000437,405160,409288,0.012441623999737203,0.012081561000086368,0.006854847999755293,0.0038887770003639163
rdfjsdataset,graphy,S,1000000,5.600199132000096,589848,589848,0.0008111879997886718,0.0003225360000506043,0.000040475999936461446,0.000031835000030696395
rdfjsdataset,wasm_tree_FS,S,1000000,5.496429504999891,405160,405160,0.31782225000020115,0.00024382499977946282,0.00006833299994468689,0.000020086999982595444
rdfjsdataset,wrap_tree,POG,1000000,10.83759981600009,25600,243692,0.41373625900037586,0.4641236600000411,0.4042508239997551,0.5802411059997976
rdfjsdataset,wasm_tree,POG,1000000,5.279308513999917,405672,409288,0.012003905999939888,0.012091444000136108,0.00691615300020203,0.0036922989999875425
rdfjsdataset,wrap_tree,S,1000000,10.766135201000143,25600,25600,0.3423152649998665,0.0023861839999444784,0.00006940900022163987,0.0003798299999907613
rdfjsdataset,tree,POG,1000000,11.282136382000056,25600,41684,0.39681740499986334,0.1630512480000034,0.38203700400004165,0.16801563200028613
rdfjsdataset,wrap_tree,S,1000000,10.956176588000265,26112,26112,0.3396088959998451,0.0024183179996907713,0.00007194400019943715,0.00026599300000816584
rdfjsdataset,graphy,POG,1000000,5.710664824999869,589336,692088,0.22822185400035233,0.10950493500009179,0.13823971599992366,0.07465099200000987
rdfjsdataset,wasm_tree_II,S,1000000,5.285510850000195,405820,405820,0.3144425209998153,0.0002269520000554621,0.00006718100002035498,0.000014283000025898217
rdfjsdataset,graphy,S,1000000,5.5908170599997975,589848,589848,0.0008246199996210635,0.000318148999940604,0.00004081899998709559,0.000029682999942451714
rdfjsdataset,wasm_tree_FI,POG,1000000,5.46373746300023,404648,472784,0.21889536399999635,0.018712061000056564,0.2125489219999872,0.009998211999889463
rdfjsdataset,wasm_tree_FS,S,1000000,5.574159398000222,405160,405160,0.3145508499997668,0.00023784600012004376,0.00006891699973493815,0.00001956699974834919
rdfjsdataset,tree,S,1000000,10.533671407000162,25600,25600,0.3395200269999914,0.0005999249997548759,0.00007492800010368228,0.000032773999962955714
rdfjsdataset,wasm_tree,S,1000000,6.245530761000235,405672,405672,0.32119220699975265,0.0002456060000695288,0.00003524699993431568,0.00001344399992376566
