tool,dataset,pattern,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
rdfjsdataset,wasm_tree_FI,POG,1000000,5.334170567000023,404136,471852,0.22209637699997983,0.018926420000032522,0.21361783000000287,0.009923405000008642
rdfjsdataset,tree,POG,1000000,10.873191132000008,25600,42708,0.41606330499995964,0.1654935890000197,0.4034656650000252,0.17209141900000396
rdfjsdataset,wasm_tree_II,POG,1000000,5.521606675999996,405672,472440,0.17062241000001085,0.012179577999981121,0.16346564700000454,0.003980649999983143
rdfjsdataset,wrap_tree,POG,1000000,10.911163953999989,25600,244204,0.40387052799999945,0.44623724800004855,0.3920840789999929,0.42182305299997097
rdfjsdataset,wasm_tree_FI,S,1000000,5.289998044000007,405672,405672,0.3123160220000427,0.00023761100001865997,0.00006732999999076128,0.000019361000042408703
rdfjsdataset,tree,S,1000000,11.363403009,25600,25600,0.3498203990000184,0.0008363620000309311,0.00010603899997659028,0.000045664000033866615
rdfjsdataset,wasm_tree,POG,1000000,5.588271003999981,403112,409204,0.011927664000017104,0.015480460999999196,0.0070751359999994745,0.0036938910000026224
rdfjsdataset,wrap_tree,S,1000000,10.728659115999996,25600,25600,0.33803347700001907,0.0023761979999835604,0.00006929000001400709,0.0002589239999651909
rdfjsdataset,wasm_tree_FS,POG,1000000,5.751903440999973,405672,410612,0.05711112300003879,0.019262324000010267,0.05127579800004605,0.011213989999960176
rdfjsdataset,wasm_tree,S,1000000,5.448290610999975,404648,404648,0.3158770149999764,0.00023773299995809793,0.000034042000013869253,0.000013187000004108995
rdfjsdataset,wasm_tree,S,1000000,5.494920693999971,406184,406184,0.32439962500002,0.0004363279999815859,0.004208823000022676,0.00004631100001279265
rdfjsdataset,tree,S,1000000,11.07347418000002,26112,26112,0.3517103090000455,0.0006798129999660887,0.00010536899999715387,0.000047163000039290635
rdfjsdataset,wasm_tree_FS,S,1000000,5.353170122999989,405160,405160,0.31514566199999533,0.0002499139999854378,0.000033595000044442714,0.00001974099996732548
rdfjsdataset,wasm_tree_FI,S,1000000,5.43862202900002,404648,404648,0.32000445200002287,0.00030952299997443334,0.00007138899998972193,0.00001991600001929328
rdfjsdataset,wasm_tree_FI,S,1000000,5.466629882999987,407208,407208,0.3116199239999987,0.0002437950000166893,0.00006919099995866418,0.00002281400002539158
rdfjsdataset,wasm_tree,S,1000000,5.5713501750000285,404648,404648,0.31214275599998653,0.00024091100000077858,0.00003657200001180172,0.000013651999994181096
rdfjsdataset,tree,S,1000000,11.311413879,25600,25600,0.3381357129999669,0.0008453319999971427,0.00010762799996882677,0.00004478500003460795
rdfjsdataset,wasm_tree_FI,S,1000000,5.257157592000032,405160,405160,0.3140388340000063,0.00024435699998866765,0.00006813699996564538,0.000019815999956335873
rdfjsdataset,wrap_tree,POG,1000000,11.170868905999988,25600,244204,0.4260202489999938,0.47573244299995715,0.41768822800001365,0.4709578269999474
rdfjsdataset,wrap_tree,S,1000000,10.858658758000004,25600,25600,0.3394165580000263,0.002375906000030227,0.00007031199999619276,0.00025962199998321014
rdfjsdataset,wasm_tree_II,S,1000000,5.250848912999965,404648,404648,0.31214566099998775,0.0002251659999601543,0.00006870100001106039,0.000014874999993480742
rdfjsdataset,graphy,POG,1000000,5.655852352000016,588824,692220,0.22867024499998662,0.10578679399995598,0.13384396999998716,0.07637531000003218
rdfjsdataset,tree,S,1000000,11.139232863000013,26112,26112,0.34006603099999483,0.0005705799999996088,0.00007215600000927225,0.000032498000015038995
rdfjsdataset,tree,POG,1000000,11.670200937999995,25600,41684,0.41136330299999097,0.16675893700000596,0.3966225540000014,0.1711324119999772
rdfjsdataset,wasm_tree_FI,S,1000000,5.55310182099999,405672,405672,0.3182658900000388,0.00023955399997066708,0.0000691639999859035,0.000019548999960534274
rdfjsdataset,wasm_tree_FI,S,1000000,5.362438181000005,405672,405672,0.3110422330000438,0.00023800599999958648,0.00006646900001214818,0.00001928599999519065
rdfjsdataset,tree,S,1000000,11.040588760999963,25600,25600,0.3391809779999894,0.0007831820000428707,0.00010007200000109151,0.000043260000005830076
rdfjsdataset,wasm_tree_II,POG,1000000,5.904711257999995,404136,471524,0.1686886630000081,0.012030429999984335,0.16448737799999072,0.0033230619999812918
rdfjsdataset,wasm_tree_II,S,1000000,5.543858687,406696,406696,0.3199748840000248,0.00022854400001233444,0.00007011900003999471,0.000013902999984566122
rdfjsdataset,wrap_tree,S,1000000,11.710285213000025,25600,25600,0.3372154810000211,0.0023916060000192373,0.00007129500003065914,0.00027110299991909415
rdfjsdataset,wasm_tree_FS,S,1000000,5.5851137819999135,404648,404648,0.31793932000000497,0.00026203099999111147,0.00003463300003204495,0.000017671999987214803
rdfjsdataset,wasm_tree_FS,S,1000000,5.3148312000000155,405160,405160,0.3158535019999836,0.000249803000013344,0.000037269000080414115,0.000017802000045776368
rdfjsdataset,wasm_tree_FI,POG,1000000,5.414810249999981,406184,474092,0.22059822700009682,0.019702382000046783,0.21484142599999906,0.010013382999924943
rdfjsdataset,wrap_tree,S,1000000,11.23740283799998,25088,25088,0.3600425820000237,0.0024496679999865593,0.00007498799997847527,0.00041422300005797296
rdfjsdataset,wasm_tree_FS,S,1000000,5.488693852999946,405160,405160,0.313850024000043,0.00024776800000108777,0.000035281999967992304,0.000017957999953068794
rdfjsdataset,graphy,POG,1000000,5.732530654000002,589336,692240,0.22757519599993248,0.11197404000000097,0.1384360480000032,0.07531211400008761
rdfjsdataset,wasm_tree_FS,S,1000000,5.373696476000012,406184,406184,0.3153684260000009,0.0002475629999535158,0.000036767000099644064,0.00001805199997033924
rdfjsdataset,wasm_tree_II,POG,1000000,5.495969023999991,404648,471436,0.17068065200001,0.011953424999956042,0.16399634399998467,0.003400909999967553
rdfjsdataset,tree,POG,1000000,11.300366985999979,25600,41684,0.40007307399995623,0.16237660399999004,0.38756556599994657,0.17000521500001195
rdfjsdataset,wasm_tree_FS,POG,1000000,6.192765467000077,406696,410172,0.05912334599997848,0.02034155999997165,0.05349954900005832,0.011046728999936022
rdfjsdataset,wasm_tree_FI,S,1000000,5.340497850999935,405672,405672,0.31180426399991845,0.00023890900006517767,0.00006999900005757809,0.000020148999989032746
rdfjsdataset,wasm_tree_FS,S,1000000,5.34098307899991,404136,404136,0.3154003299999749,0.0002522469999967143,0.00003382100001908839,0.00001778499991632998
rdfjsdataset,wasm_tree_FI,S,1000000,5.409720627999981,405160,405160,0.31327976199996194,0.00024182100000325591,0.00006860599992796779,0.000022225999971851706
rdfjsdataset,graphy,S,1000000,6.036086253999965,593444,593444,0.0008927120000589639,0.00032108300004620106,0.00004010600002948195,0.00002877999993506819
rdfjsdataset,tree,POG,1000000,10.969508337000036,25600,41684,0.42242494599998465,0.16468617500003893,0.4032321989999618,0.17514125699992292
rdfjsdataset,wrap_tree,S,1000000,11.579157214000006,25088,25088,0.3503158309999853,0.0022602800000458955,0.00007665499998256564,0.0004357389999786392
rdfjsdataset,wasm_tree,POG,1000000,5.274657930999994,405672,412904,0.011796680000028573,0.013594093999941834,0.006708079000003636,0.0034824260000605135
rdfjsdataset,wasm_tree_FS,POG,1000000,5.441680608000024,405160,409056,0.05851646700000856,0.020464384000049903,0.05353768899990246,0.01109183299995493
rdfjsdataset,tree,POG,1000000,11.195968632000033,25600,41684,0.41435752499999945,0.17065744600002655,0.41403594400000293,0.17329959499998948
rdfjsdataset,wasm_tree_FS,POG,1000000,5.447267257999978,405672,409676,0.05847237600001972,0.02008278099994641,0.052563735999981875,0.010879243999952451
rdfjsdataset,wasm_tree,POG,1000000,5.400606108999927,404648,408264,0.01194367800001055,0.012904162999941036,0.006827533000032418,0.0040624409998999906
rdfjsdataset,graphy,POG,1000000,6.038118071000092,590360,691576,0.23040011000004598,0.10685859499999788,0.1348408439999912,0.07762194900005125
rdfjsdataset,tree,POG,1000000,10.773060577999917,25600,41684,0.40564023600006477,0.17192990799993277,0.39148817100003364,0.17861379099998156
rdfjsdataset,wasm_tree,POG,1000000,5.73488174099999,404648,407752,0.01262286999996286,0.012996111000073142,0.007115407999954186,0.003697097000083886
rdfjsdataset,wasm_tree_II,POG,1000000,5.31897910700005,405160,471300,0.17740344499994534,0.012022227999987081,0.1682862530000275,0.0033097099999431522
rdfjsdataset,wasm_tree,S,1000000,5.4703211149999404,404136,404136,0.3132508059999673,0.00024330900004133582,0.00003348699992056936,0.000013430000049993396
rdfjsdataset,tree,POG,1000000,10.980888340999954,25600,41684,0.42061823700007517,0.16854865799995605,0.41211808600008953,0.17850389000005087
rdfjsdataset,wasm_tree_FI,S,1000000,5.526104014999932,405672,405672,0.31805194199993275,0.0002393259999807924,0.00007050499995239079,0.000019152000080794098
rdfjsdataset,wrap_tree,S,1000000,10.95735343300004,25088,25088,0.3412130790000083,0.00245289800001774,0.00007428800000343472,0.0004261549999937415
rdfjsdataset,tree,S,1000000,11.147252167999977,25088,25088,0.33979085099999795,0.0004399350000312552,0.00007405200006905944,0.00003054499998688698
rdfjsdataset,wasm_tree,POG,1000000,5.44495636099996,406184,410312,0.012428281000000424,0.012499652999918908,0.00699120600009337,0.003830041999928653
rdfjsdataset,wrap_tree,POG,1000000,10.907809787999955,25088,243180,0.41720104499999433,0.46699173899996094,0.4070637379999971,0.4235965900000883
rdfjsdataset,graphy,POG,1000000,5.693286536999978,589848,693364,0.22901810400001704,0.1080807339999592,0.13928421500010882,0.07260143000003881
rdfjsdataset,graphy,POG,1000000,5.921312508999952,589848,692808,0.24662147599994205,0.10926048900000751,0.13897069500002546,0.07201340900000651
rdfjsdataset,wasm_tree_FS,POG,1000000,5.441373025999987,405160,409508,0.05931248099997174,0.020086519000004046,0.054051173000014385,0.011020062000025064
rdfjsdataset,wasm_tree_II,S,1000000,5.430181071999948,406184,406184,0.31349543600005564,0.00022548299992922692,0.00010803900007158518,0.000042692000046372415
rdfjsdataset,wasm_tree_II,POG,1000000,6.359192008999991,404648,471876,0.17380811799992807,0.011463595000095665,0.16271727100003044,0.0033086989999283104
rdfjsdataset,graphy,S,1000000,5.617660626000026,589336,589336,0.0007914410000666976,0.00032157499995082617,0.00004229699994903058,0.00003095499996561557
rdfjsdataset,graphy,POG,1000000,5.711561069999938,589848,692344,0.23408702999993694,0.10605952999996952,0.13468969899998046,0.07662437400000635
rdfjsdataset,wasm_tree_II,POG,1000000,6.3593845749999165,405160,471928,0.16920529900002293,0.012686965000000782,0.16218500000005587,0.003267798000015318
rdfjsdataset,wasm_tree_II,S,1000000,5.489238911999972,404648,404648,0.3140520620000316,0.00022034300002269448,0.00006894000002648682,0.00001436699996702373
