tool,dataset,pattern,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
rdfjsstore,n3,S,20000,0.19167253999970854,63084,0,0.002388850999996066,0.002456540999934077,0.001723776999861002,0.0017547360006719827
rdfjsstore,n3,POG,40000,0.33982932999916377,89860,0,0.010597374999895692,0.014836053999140859,0.00796896000020206,0.013177507000043989
rdfjsdataset,tree,POG,40000,0.4913927899990231,8704,8704,0.013621177999302745,0.009226872999221087,0.012834247998893262,0.006798204001039266
rdfjsstore,n3,S,100000,0.7289605949986726,172540,0,0.009791818000376224,0.009866268999874592,0.009010748000815512,0.009046344000846147
rdfjsdataset,wrap_tree,S,1000000,11.072993355998769,25600,25600,0.33849729400128126,0.0025439750012010336,0.00007074100151658058,0.0002644420005381107
rdfjsdataset,tree,S,100000,1.1977215660009533,25600,25600,0.027286831000819804,0.00032420099899172785,0.00005915000103414059,0.000026252999901771545
rdfjsdataset,wrap_tree,S,10000,0.18541374099999666,9216,9216,0.0030374779999256135,0.0021803190000355245,0.000058694999665021895,0.0002726130001246929
rdfjsstore,n3,POG,1000000,6.733362051000818,1275996,0,0.09520497000031174,0.11053853599913419,0.098612865999341,0.17296624399907887
rdfjsstore,n3,POG,1000000,6.686354617999867,1272148,0,0.09463041200116276,0.10929973600059747,0.08555660700052976,0.1492164520006627
rdfjsdataset,tree,S,40000,0.47038655500113963,9216,9216,0.010500729000195861,0.0003001969996839762,0.00005361899919807911,0.000025740999728441237
rdfjsdataset,tree,POG,20000,0.2763296230006963,9216,9216,0.006556960999965668,0.00443198399990797,0.006193665999919176,0.004874780999496579
rdfjsstore,n3,POG,80000,0.6114071790017188,153076,0,0.026243857000023126,0.03302002999931574,0.03834544700011611,0.04535763199999929
rdfjsdataset,tree,POG,1000000,10.604926531000062,26112,41172,0.39688324300013483,0.16444990600086748,0.5849510430004448,0.16931725099869072
rdfjsdataset,graphy,S,10000,0.11374142399989068,13312,13312,0.0007684829998761415,0.0003110029995441437,0.000040521999821066854,0.000031266000121831895
rdfjsdataset,wrap_tree,POG,20000,0.27008453600108623,9216,10520,0.006446011999621987,0.015129784999415278,0.006104008000344038,0.014386156000196933
rdfjsdataset,tree,POG,1000000,11.106497334999963,25600,41684,0.4058982769995928,0.16389551299996674,0.3956990870013833,0.16911563599854706
rdfjsdataset,wasm_tree,POG,80000,0.5098718980010599,60976,60976,0.0010443549994379282,0.0048008130006492135,0.0005241240002214908,0.00047346699982881547
rdfjsdataset,wasm_tree,S,40000,0.28237158999964596,42276,42276,0.00984779000096023,0.00021331200003623963,0.000030386000871658326,0.00001318799890577793
rdfjsdataset,wrap_tree,S,40000,0.5072210760004818,9216,9216,0.010908842999488116,0.002080155000090599,0.000059557000175118443,0.00023747199960052966
rdfjsdataset,wasm_tree,S,100000,0.7783778559993952,66700,66700,0.027184208000078796,0.00023874600045382976,0.000036368001252412794,0.000013139000162482262
rdfjsdataset,graphy,POG,40000,0.29669773000106214,46592,46592,0.00803591800108552,0.010633382000029086,0.0068395910002291204,0.0022432859987020493
rdfjsdataset,wrap_tree,POG,10000,0.16114971400052308,9216,9216,0.0033497399985790255,0.008562138000503183,0.0031392429992556574,0.009048428999260068
rdfjsdataset,wasm_tree,S,500000,2.57549036699906,225232,225232,0.1389374059997499,0.00025455899909138677,0.00003633699938654899,0.00001551399938762188
rdfjsdataset,tree,S,10000,0.1630760869998485,9216,9216,0.0026348540000617504,0.0002807909995317459,0.0000464909989386797,0.000025832999497652055
rdfjsdataset,graphy,POG,40000,0.3066789279989898,45056,47104,0.010446378000080586,0.009533952999860049,0.0062149930000305175,0.0019160170014947654
rdfjsdataset,wasm_tree,POG,100000,0.6007856939993799,67212,67212,0.0011022229995578526,0.004978973999619484,0.0006347020007669926,0.0005778750013560056
rdfjsdataset,wrap_tree,POG,500000,5.5596878730002794,25600,136420,0.19893069600127639,0.26936105000041427,0.19669693700037896,0.2401734210010618
rdfjsstore,wasm_tree,POG,10000,0.08359353800117969,11832,0,0.0008887850008904934,0.0032745450008660553,0.00012483499944210052,0.0038857460003346206
rdfjsstore,n3,POG,1000000,7.344195830998943,1278880,0,0.10089024399966001,0.16627566399984062,0.33476703299954536,0.35521710000000895
rdfjsstore,n3,S,40000,0.34191987799853085,89396,0,0.004343947000801564,0.004411901000887155,0.0035159860011190177,0.0035495180003345013
rdfjsdataset,tree,S,10000,0.1572090729996562,9216,9216,0.0029486960005015135,0.0002865779995918274,0.00004849499836564064,0.00003037099912762642
rdfjsdataset,tree,POG,10000,0.15567306499928235,9216,9216,0.003206108000129461,0.002235450999811292,0.0029979759994894265,0.0019482650011777877
rdfjsdataset,wasm_tree,S,10000,0.10778318399935961,13312,13312,0.0025348809994757177,0.00020381000079214572,0.000027083998546004297,0.000014330999925732612
rdfjsdataset,graphy,S,10000,0.11004400900006295,12800,12800,0.000772741999477148,0.0003180090002715588,0.000042633999139070514,0.000031566999852657316
rdfjsstore,n3,S,40000,0.3394530430007726,90932,0,0.004309276001527905,0.004376693001016975,0.0035281540006399156,0.003561691001057625
rdfjsstore,n3,POG,1000000,6.655319087000564,1278880,0,0.09440444499999284,0.10881663400121033,0.33316787900030614,0.3579282269999385
rdfjsstore,wasm_tree,S,1000000,4.540830223999918,392704,0,0.3143813160005957,0.3144715149998665,0.00007501599937677384,0.00010342600010335445
rdfjsdataset,tree,S,10000,0.1673996970001608,9216,9216,0.002798488000407815,0.0002873979993164539,0.00004964200034737587,0.00003328299894928932
rdfjsdataset,wasm_tree,S,500000,2.5607660799995067,224720,224720,0.13963318499922753,0.0005584910009056329,0.00004237700067460537,0.000017488000914454462
rdfjsdataset,tree,S,40000,0.5016981830000877,9216,9216,0.011165263000875711,0.0003182700015604496,0.00005566899850964546,0.000026572000235319138
rdfjsdataset,wasm_tree,POG,80000,0.49457004700042306,60464,60464,0.0009791330005973578,0.0047445089984685185,0.0005755669996142387,0.0004596509989351034
rdfjsdataset,graphy,POG,10000,0.1135381770003587,12800,13824,0.002573767000809312,0.0020233819987624884,0.0014922429993748665,0.00453910299949348
rdfjsstore,wasm_tree,POG,100000,0.5596870039999485,65144,0,0.0016957390010356903,0.01884497299976647,0.0007325470000505447,0.007876593999564648
rdfjsdataset,tree,S,100000,1.1371640319991856,25600,25600,0.02787573899887502,0.0003333449997007847,0.00006008199974894523,0.00002661599963903427
rdfjsdataset,tree,POG,1000000,10.70504408299923,25600,42196,0.44388696599937977,0.17402990599907936,0.39862279600091277,0.1757417959999293
rdfjsdataset,wrap_tree,S,1000000,10.508452515000478,25088,25088,0.34380730099976065,0.0021961160004138947,0.00007123199850320816,0.00044277700036764146
rdfjsdataset,wasm_tree,S,10000,0.11204043400101364,13824,13824,0.0025639150012284517,0.00020296200178563596,0.000029037998989224432,0.00002997799962759018
rdfjsdataset,wrap_tree,POG,10000,0.16123031800054013,9216,9216,0.003416313000023365,0.00814987500011921,0.0031358230002224447,0.009016421999782323
rdfjsstore,wasm_tree,S,40000,0.25899991000071165,41320,0,0.010646006999537348,0.010738721000030637,0.00007579400017857551,0.00011179700121283531
rdfjsdataset,tree,S,1000000,10.550742958998308,26112,26112,0.340987478999421,0.0005916140004992485,0.00007302200049161911,0.00003120599873363972
rdfjsdataset,wasm_tree,POG,80000,0.5118201470002532,60464,60976,0.0009631439987570047,0.005452318999916315,0.0005113970004022121,0.0016906350012868643
rdfjsdataset,wrap_tree,POG,1000000,10.53742541900091,25600,243180,0.4183608129993081,0.45866445800103245,0.40030064500123264,0.422151427000761
rdfjsstore,n3,POG,40000,0.33573701900057495,89620,0,0.010763495998457074,0.016598476000130178,0.005373569000512362,0.012515239000320434
rdfjsdataset,tree,S,500000,5.6373330479990695,25600,25600,0.1506026969999075,0.00035014900006353854,0.00005993100069463253,0.00002663000114262104
rdfjsstore,wasm_tree,S,100000,0.5250238480009138,62684,0,0.025600980998948218,0.025690119000151754,0.0000817790012806654,0.00011743600107729435
rdfjsstore,wasm_tree,S,40000,0.26917934299819174,41184,0,0.011014162998646498,0.011107410999014973,0.00007633099891245364,0.00011262699961662293
rdfjsstore,wasm_tree,S,10000,0.08394861000031233,11588,0,0.002968036999925971,0.003056580999866128,0.00007469600066542626,0.00011725500039756298
rdfjsdataset,tree,S,500000,5.6287446379996835,25600,25600,0.15010074299946427,0.00035907999984920023,0.00006056400015950203,0.000027125999331474304
rdfjsdataset,wasm_tree,S,80000,0.5128375940006227,61488,61488,0.02078851999901235,0.000299388000741601,0.00003276900015771389,0.00001357400044798851
rdfjsdataset,tree,S,80000,1.7717310210000723,9216,9216,0.021909473000094295,0.00032227300107479095,0.00005735200084745884,0.00002658199891448021
rdfjsdataset,wasm_tree,S,20000,0.18106984199956058,32524,32524,0.004875063000246882,0.0002115139998495579,0.000029037998989224432,0.000013110000640153884
rdfjsstore,wasm_tree,S,1000000,4.5269814309999346,391264,0,0.3169605209995061,0.31705175499990584,0.00007051699981093406,0.00010292300023138523
rdfjsstore,n3,S,40000,0.3418710159994662,89888,0,0.004382697999477387,0.004451460000127554,0.0035181319992989304,0.003551223998889327
rdfjsdataset,wasm_tree,POG,100000,0.6052189720012248,67212,67212,0.001121323999017477,0.0048850579988211395,0.0006201200000941754,0.0005764939989894628
rdfjsdataset,wasm_tree,S,40000,0.2824871249999851,41252,41252,0.010034900000318885,0.00022791399993002414,0.000029649000614881515,0.00001396000012755394
rdfjsdataset,wrap_tree,POG,500000,5.424413513999433,24576,134716,0.19817552100121974,0.26447123400121925,0.19850157899968326,0.23930553399957716
rdfjsdataset,graphy,POG,80000,0.5103310809992254,69632,72192,0.014564595000818371,0.01586531399935484,0.013560916000977159,0.003424665000289679
rdfjsdataset,tree,POG,1000000,10.781347331000491,25600,41684,0.4039696890003979,0.17232461700029672,0.39891144100017845,0.17687157900072634
rdfjsdataset,graphy,POG,20000,0.19630297599919141,31744,33792,0.00618881700001657,0.006740031000226736,0.003311481999233365,0.0018191529996693134
rdfjsdataset,wasm_tree,POG,500000,2.6475726250000298,215620,217668,0.0059706359989941124,0.010783817000687122,0.0033664679992944004,0.0024149120002985
rdfjsstore,wasm_tree,POG,500000,2.208891617000103,213812,0,0.006514438999816775,0.031994310999289156,0.0035844299998134374,0.023161860000342132
rdfjsdataset,graphy,POG,500000,2.7720284930001946,305700,348248,0.11862360000051558,0.05781171699985862,0.10090292700007558,0.12003822099976241
rdfjsstore,n3,S,80000,0.5862811529990286,154640,0,0.00972979800030589,0.009803324000909925,0.007472178999334574,0.007508301999419927
rdfjsdataset,tree,POG,20000,0.27896879000030456,9216,9216,0.006406979000195861,0.004166937001049519,0.006008265998214483,0.004825520999729633
rdfjsdataset,wasm_tree,POG,20000,0.16889738400094212,32524,32524,0.00040424200147390365,0.002366896999999881,0.00012561400048434734,0.0012785500008612872
rdfjsstore,n3,S,500000,3.0998160330001263,680132,0,0.054055253000929955,0.05412252099998295,0.05258400700055063,0.05261554899998009
rdfjsdataset,wrap_tree,S,100000,1.1448502089995891,25600,25600,0.027226717999204994,0.0019754440002143383,0.00006288200058043003,0.00023935399949550628
rdfjsdataset,tree,S,1000000,10.702119463000447,25600,25600,0.35135017799958584,0.00042590599879622457,0.00008336799964308739,0.00003515800088644028
rdfjsdataset,wasm_tree,S,1000000,5.361375022999942,406184,406184,0.31209292499907315,0.00024769600108265875,0.00003324199840426445,0.000013063000515103341
rdfjsdataset,wasm_tree,POG,1000000,5.202335284000263,404648,411880,0.011811621000990272,0.013470247000455857,0.006748872000724077,0.0035640640016645193
rdfjsdataset,graphy,S,40000,0.3002753299996257,46592,46592,0.000766440000385046,0.0003117450010031462,0.00003974599950015545,0.000028977001085877418
rdfjsdataset,graphy,S,10000,0.11407737699896098,12288,12288,0.0007940519992262125,0.0003216980006545782,0.0000402269996702671,0.000034518999978899955
rdfjsstore,wasm_tree,POG,500000,2.2023185310009867,214500,0,0.007113792000338435,0.031250274999067185,0.003624835999682546,0.018559225000441073
rdfjsdataset,graphy,POG,500000,2.7134493519999086,307236,352444,0.11385768100060523,0.05948250200040638,0.14122155700065195,0.06807157500088215
rdfjsdataset,graphy,S,500000,2.6817692579999566,305188,305188,0.0008155729994177818,0.0003511659987270832,0.00004042400047183037,0.00003179199993610382
rdfjsdataset,tree,S,1000000,10.559583953998983,25088,25088,0.34326639799959957,0.000890931999310851,0.00010459400154650211,0.00006579700112342834
rdfjsdataset,wasm_tree,POG,20000,0.1737639639992267,32524,32524,0.00039930199831724166,0.0022753619998693467,0.0001322060003876686,0.001278922999277711
rdfjsstore,n3,POG,1000000,6.691279010999947,1276372,0,0.09541158599965274,0.11030498600006103,0.10501755999960005,0.21068602900020778
rdfjsdataset,wrap_tree,POG,10000,0.16172259400039912,9216,9216,0.003224930999800563,0.007996801000088453,0.002971720000728965,0.008621450001373886
rdfjsdataset,tree,POG,1000000,10.47376775600016,25088,41172,0.40672641099989415,0.16169333499856292,0.3958491130005568,0.16995007200166584
rdfjsdataset,wasm_tree,POG,100000,0.621718724001199,67212,67212,0.0011151979994028806,0.005022529000416398,0.0007139030005782843,0.0005784480012953282
rdfjsdataset,tree,S,10000,0.4591040230002254,9216,9216,0.0040421559996902945,0.00043549400009214876,0.00007213700003921985,0.0000464089997112751
rdfjsdataset,tree,POG,80000,0.9636033830009401,9216,9216,0.02706186500005424,0.01615873299911618,0.025852693999186157,0.012070906000211835
rdfjsstore,wasm_tree,S,10000,0.08352613399922848,12216,0,0.0036820030007511375,0.0037720750011503695,0.00007878500036895275,0.00011624999903142453
rdfjsdataset,tree,S,80000,0.8791935989987105,9216,9216,0.022076878000050783,0.00033139499835669993,0.000057998999953269956,0.00002784699946641922
rdfjsdataset,graphy,S,10000,0.11402403900027275,12800,12800,0.0007744789998978376,0.00032912199944257735,0.000039574000984430315,0.00003418300114572048
rdfjsdataset,graphy,POG,100000,0.621923381999135,77580,85796,0.020879483999684454,0.015593777000904084,0.01958846599981189,0.00616028300113976
rdfjsstore,n3,POG,10000,0.12041278200037778,50592,0,0.005633969999849797,0.0065999489985406395,0.0017186789996922016,0.0026040519997477534
rdfjsdataset,wrap_tree,S,100000,1.1311701680012047,25600,25600,0.027111697999760508,0.0020102099999785425,0.0000621860008686781,0.0002418949995189905
rdfjsdataset,wasm_tree,POG,40000,0.28794790000095966,42276,42276,0.0005334600005298853,0.003791373999789357,0.00026871399953961374,0.0009585910011082888
rdfjsstore,wasm_tree,POG,500000,2.2423690520003436,215640,0,0.007111160000786185,0.033931964000687,0.003821389000862837,0.020201322000473736
rdfjsdataset,tree,S,1000000,10.596821417000145,25600,25600,0.3391854299996048,0.0005801440011709929,0.00007818199880421162,0.00003258300013840199
rdfjsdataset,tree,S,10000,0.16192678999900817,8704,8704,0.002603430999442935,0.0002774340007454157,0.00004727800004184246,0.000026613999158143996
rdfjsdataset,wrap_tree,POG,1000000,10.534030029999093,25600,243692,0.3983504170011729,0.45130160799995067,0.3854179759994149,0.40705277300067244
rdfjsdataset,graphy,S,100000,0.6235622640009969,78092,78092,0.0008671560008078813,0.0003108530007302761,0.00004038100130856037,0.00002963399887084961
rdfjsstore,n3,S,20000,0.19161850499920546,64560,0,0.002412101998925209,0.00248000199906528,0.0017402539998292923,0.0017707290016114711
rdfjsdataset,graphy,S,80000,0.5341233709994704,68096,68096,0.0009046420007944108,0.00031805199943482876,0.00004287699982523918,0.0000324499998241663
rdfjsstore,wasm_tree,S,100000,0.5273917420003563,62280,0,0.02573306200094521,0.02583189400099218,0.00008050700090825557,0.00011622600071132182
rdfjsdataset,graphy,S,1000000,5.71244956099987,588824,588824,0.0008472680002450943,0.0004011300001293421,0.000042337000370025636,0.000029624000191688536
rdfjsdataset,wrap_tree,POG,10000,0.16927247699908912,8704,8704,0.0033943840004503727,0.008823353998363018,0.003223167998716235,0.008996460000053047
rdfjsstore,wasm_tree,POG,100000,0.5225072140004486,65216,0,0.0016371809989213944,0.01512194100022316,0.0008342000003904105,0.007528187999501825
rdfjsdataset,wrap_tree,POG,80000,0.8902027719989419,9216,40712,0.02575306399911642,0.05810993100143969,0.024933896999806165,0.062397780001163486
rdfjsstore,n3,S,80000,0.5754650369994342,155640,0,0.008132811000570655,0.008207673000171781,0.007291228000074625,0.007325823999941349
rdfjsdataset,wrap_tree,POG,100000,1.1093186029996722,25600,38172,0.030559255000203848,0.05664727099984884,0.03017177699878812,0.059356396999210116
rdfjsdataset,wrap_tree,POG,20000,0.2889328370001167,9216,10520,0.007041333999484777,0.016368071001023055,0.006446363000199198,0.015734758999198677
rdfjsdataset,tree,S,1000000,10.927473838999868,25600,25600,0.34428183100000026,0.0006348700001835823,0.00009901499934494496,0.000045931000262498856
rdfjsdataset,wasm_tree,S,100000,0.9456050790008157,67724,67724,0.026080056000500916,0.00023630199953913688,0.000032213998958468434,0.000013764001429080963
rdfjsstore,n3,POG,80000,0.5755953150000424,154688,0,0.024947116998955608,0.03068486199900508,0.03356149199977517,0.03867667499929667
rdfjsdataset,graphy,S,80000,0.5089129159990698,69120,69120,0.0007768780011683702,0.00031957600079476835,0.0000413570012897253,0.000029516000300645827
rdfjsdataset,wasm_tree,S,1000000,5.229964921999723,405672,403564,0.3612637540008873,0.0003913059998303652,0.00005551299825310707,0.00002358500100672245
rdfjsdataset,wasm_tree,S,10000,0.1060066579990089,12288,12288,0.0026416999995708466,0.00022165000066161155,0.0000325739998370409,0.000014613000676035881
rdfjsstore,wasm_tree,POG,10000,0.08344858800061047,11940,0,0.001258016001433134,0.003668165000155568,0.00012683300115168093,0.0038978400006890296
rdfjsdataset,tree,S,100000,1.1972720899991691,24576,24576,0.02799100099876523,0.0003302190005779266,0.00006105399876832962,0.00002623100019991398
rdfjsdataset,graphy,S,100000,0.6199784090016037,79820,79820,0.0008593469988554716,0.00031076000072062016,0.00003992700017988682,0.0000288309995085001
rdfjsdataset,wrap_tree,POG,20000,0.278656214999035,9216,10520,0.006534572001546621,0.01607871299982071,0.0063801339995116,0.013991197001188994
rdfjsdataset,wrap_tree,S,80000,0.8937706059999764,9216,9216,0.022061261000111698,0.001984968999400735,0.00006137700006365776,0.00024050300009548665
rdfjsdataset,wrap_tree,POG,80000,0.8857471779994667,9216,35936,0.026212105000391603,0.05748289199918508,0.02514835700020194,0.06125405000150204
rdfjsdataset,wasm_tree,POG,100000,0.5896987139992416,66700,66700,0.001105026001110673,0.0054320170003920795,0.000624642999842763,0.0005646339990198612
rdfjsdataset,wasm_tree,S,80000,0.49428682900033893,59952,59952,0.01990628399886191,0.00024734699912369254,0.0000320269986987114,0.000013376999646425247
rdfjsstore,wasm_tree,S,500000,2.1872139389999212,214904,0,0.13728144299983977,0.13738644300028682,0.00009627600014209747,0.0001343770008534193
rdfjsstore,wasm_tree,POG,10000,0.08616909400001169,12968,0,0.0008366599995642901,0.003226232999935746,0.00011819100007414817,0.0044989360012114045
rdfjsdataset,wasm_tree,POG,1000000,5.242938653999939,404648,408776,0.012392140001058578,0.012605492999777198,0.006781062999740243,0.0039313919991254805
rdfjsstore,wasm_tree,POG,80000,0.4373151809982955,57620,0,0.0015819400008767843,0.017343623999506234,0.0005672539994120598,0.009080120999366045
rdfjsstore,n3,POG,100000,0.6926434479989111,169564,0,0.03299915700033307,0.03958210700005293,0.02899486400000751,0.03438365600071847
rdfjsstore,n3,POG,80000,0.5942047790009528,153632,0,0.02496063099987805,0.03041039299964905,0.03656770799867809,0.04168388300016523
rdfjsdataset,wrap_tree,POG,10000,0.16653426600061358,9216,9216,0.0033799899984151126,0.008582104999572038,0.003260817999020219,0.008707913000136614
rdfjsdataset,tree,POG,20000,0.28209479100070894,9728,9728,0.0064195370003581045,0.004270437000319362,0.006060147998854518,0.004882960001006722
rdfjsdataset,graphy,S,20000,0.20580563800036908,33280,33280,0.0007773770000785589,0.00031923200003802776,0.00004164399951696396,0.00003242900036275387
rdfjsdataset,tree,S,10000,0.17167598200030626,9728,9728,0.0027579870000481606,0.0003048339989036322,0.0000490880012512207,0.00003216000087559223
rdfjsdataset,tree,S,20000,0.29756065299920736,9216,9216,0.005307315999642014,0.00030249200016260145,0.000050387000665068624,0.000027455000206828116
rdfjsdataset,wasm_tree,S,80000,0.5331556219998748,59952,59952,0.0210938089992851,0.0002431269995868206,0.0000325779989361763,0.000014123000204563141
rdfjsdataset,tree,POG,10000,0.16683326499909162,9216,9216,0.003269702000543475,0.0022735329996794464,0.0030715030003339054,0.0019985449984669685
rdfjsdataset,wasm_tree,POG,1000000,5.255371744999662,404136,411368,0.01175763799995184,0.012370084999129177,0.006755172999575734,0.0034487309996038677
rdfjsdataset,wrap_tree,S,500000,5.387757858999073,25600,25600,0.15052689800038935,0.002025968000292778,0.00006256400048732758,0.00024075400084257127
rdfjsdataset,wasm_tree,S,10000,0.340694552000612,12800,12800,0.009065953999757766,0.0007354690004140139,0.00010364399850368499,0.00004873899929225445
rdfjsdataset,graphy,S,500000,2.673012825999409,305188,305188,0.0008748659994453192,0.00031999299861490725,0.000043095000088214876,0.000030236000195145606
rdfjsdataset,tree,S,20000,0.2690727800000459,9216,9216,0.0052448319997638465,0.00028233100101351737,0.000055684000253677366,0.000054635001346468924
rdfjsdataset,graphy,POG,1000000,5.500683987999335,588824,691904,0.22664914899878205,0.11421008099988103,0.13606670499965548,0.07695181899890303
rdfjsdataset,tree,S,10000,0.16891457599960266,9216,9216,0.002756777999922633,0.00028443700075149534,0.00004879999905824661,0.000025840999558568002
rdfjsstore,n3,POG,20000,0.18477826900035144,64576,0,0.004475570999085903,0.007324439000338316,0.0046614609993994235,0.009951671000570058
rdfjsdataset,tree,POG,20000,0.291388458000496,9216,9216,0.0066624859999865295,0.004392764000222087,0.007408771999180317,0.005135592000558973
rdfjsstore,n3,POG,10000,0.11471061400137841,51092,0,0.005397530999034643,0.0061552259996533396,0.0017153859995305539,0.0025773060005158184
rdfjsdataset,tree,S,80000,0.9453659389987588,9216,9216,0.023130084000527858,0.0003321519996970892,0.00005867299996316433,0.00002793100103735924
rdfjsdataset,tree,S,20000,0.28448314500041305,8704,8704,0.005141151001676917,0.0002835249993950129,0.00004735600017011166,0.000025767000392079353
rdfjsstore,wasm_tree,S,500000,2.2216826549991966,215664,0,0.13843013400025667,0.13857849499955774,0.00011926699988543987,0.00017458399944007396
rdfjsdataset,wasm_tree,POG,10000,0.09968144699931145,12288,13312,0.000319692999124527,0.0011007810011506081,0.00007031099870800972,0.0018988060001283885
rdfjsdataset,graphy,POG,40000,0.3148662590011954,46592,46592,0.008084521001204848,0.009558794999495149,0.005799535999074578,0.002030866000801325
rdfjsdataset,graphy,S,20000,0.20703696499951182,33792,33792,0.0009190250001847744,0.0003259999994188547,0.000043225999921560286,0.00003397199884057045
rdfjsdataset,graphy,S,1000000,5.425498223001138,595504,595504,0.0008065839987248183,0.0003357440009713173,0.00004794799908995628,0.00008942300081253052
rdfjsdataset,tree,POG,500000,5.292670055000111,25600,31540,0.19287922200001775,0.08914127400144935,0.19059065900184213,0.0857340190000832
rdfjsdataset,wrap_tree,S,40000,0.5009584439992905,9216,9216,0.011055433999747039,0.0019120960012078286,0.000058215001598000524,0.00024155900068581105
rdfjsdataset,wrap_tree,POG,80000,0.9347987069990485,8192,34708,0.026939070001244545,0.06101980499923229,0.025755689999088643,0.06879410899989306
rdfjsdataset,tree,POG,500000,5.404916241999715,25600,29524,0.20346167699992657,0.09121914599835873,0.19591564800031483,0.08740915799885988
rdfjsdataset,wasm_tree,POG,500000,3.1968203219994904,227792,217668,0.006969450999051332,0.016238738000392914,0.0033858480006456375,0.0022951720003038644
rdfjsdataset,wasm_tree,S,1000000,5.341131808999926,405160,405160,0.3121216729991138,0.0002446110006421804,0.00003431900031864643,0.000013240000233054162
rdfjsdataset,tree,POG,500000,5.467661921000108,25600,32564,0.19395223299972714,0.08542293700017035,0.18751356500014663,0.08476092700101436
rdfjsdataset,wasm_tree,POG,1000000,5.774473712999374,415412,423668,0.011871288999915124,0.01374822700023651,0.007040938001126051,0.003732311999425292
rdfjsstore,wasm_tree,POG,40000,0.2568410490006208,40788,0,0.0010936860013753176,0.012659407000988722,0.0006230239998549223,0.0065112110003829006
rdfjsdataset,graphy,S,40000,0.29795781799964605,46080,46080,0.00078524199873209,0.00031969800032675266,0.000041884999722242355,0.00003001200035214424
rdfjsdataset,wasm_tree,S,500000,2.6529578559994698,216132,216132,0.14358596100099386,0.00024553100019693373,0.000034414999186992646,0.000013067999854683876
rdfjsdataset,tree,S,80000,0.947177210001275,24064,24064,0.022948042999953032,0.0003301509991288185,0.00007379800081253052,0.00002742299996316433
rdfjsdataset,tree,POG,1000000,11.254728622000664,25600,41684,0.4170100359991193,0.18255149100162088,0.42526145600154996,0.1874004770014435
